Time (CET),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
4:55 PM,15.0 °C,0,2.0 °C,42%,1018 hPa,0,WSW,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Clear
5:00 PM,15 °C,0,2 °C,28%,1018 hPa,10 km,WSW,13.0 km/h		/  ,0,0,	 ,
5:55 PM,14.0 °C,0,2.0 °C,44%,1018 hPa,0,West,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
6:00 PM,14 °C,0,2 °C,32%,1018 hPa,20 km,West,9.3 km/h		/  ,0,0,	 ,Clear
6:55 PM,11.0 °C,0,1.0 °C,50%,1018 hPa,0,West,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
7:00 PM,11 °C,0,1 °C,37%,1018 hPa,15 km,West,7.4 km/h		/  ,0,0,	 ,
7:55 PM,10.0 °C,0,2.0 °C,58%,1018 hPa,0,West,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
8:00 PM,10 °C,0,2 °C,44%,1018 hPa,15 km,West,5.6 km/h		/  ,0,0,	 ,
8:55 PM,10.0 °C,0,3.0 °C,62%,1018 hPa,0,WNW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
9:00 PM,10 °C,0,3 °C,52%,1018 hPa,12 km,WNW,3.7 km/h		/  ,0,0,	 ,
10:00 PM,9 °C,0,4 °C,63%,1018 hPa,12 km,NNW,5.6 km/h		/  ,0,0,	 ,
11:55 PM,8.0 °C,6.8 °C,5.0 °C,81%,1018 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
12:00 AM,8 °C,0,5 °C,75%,1018 hPa,12 km,NE,7.4 km/h		/  ,0,0,	 ,
12:55 AM,7.0 °C,4.9 °C,4.0 °C,81%,1018 hPa,0,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
1:00 AM,7 °C,0,4 °C,75%,1018 hPa,12 km,ENE,11.1 km/h		/  ,0,0,	 ,
1:55 AM,7.0 °C,4.9 °C,5.0 °C,87%,1018 hPa,0,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
2:00 AM,7 °C,0,5 °C,78%,1018 hPa,12 km,ENE,11.1 km/h		/  ,0,0,	 ,
2:55 AM,7.0 °C,5.2 °C,5.0 °C,87%,1017 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
3:00 AM,7 °C,0,5 °C,85%,1018 hPa,12 km,ENE,9.3 km/h		/  ,0,0,	 ,
3:55 AM,6.0 °C,5.0 °C,5.0 °C,93%,1017 hPa,10.0 km,NE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
4:00 AM,6 °C,0,5 °C,84%,1018 hPa,12 km,NE,5.6 km/h		/  ,0,0,	 ,Partly Cloudy
5:55 AM,6.0 °C,3.3 °C,5.0 °C,93%,1017 hPa,10.0 km,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Scattered Clouds
6:00 AM,6 °C,0,5 °C,87%,1018 hPa,12 km,ENE,13.0 km/h		/  ,0,0,	 ,Partly Cloudy
6:55 AM,5.0 °C,2.1 °C,4.0 °C,93%,1017 hPa,10.0 km,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Scattered Clouds
7:00 AM,5 °C,0,4 °C,88%,1017 hPa,20 km,ENE,13.0 km/h		/  ,0,0,	 ,Partly Cloudy
7:55 AM,6.0 °C,3.3 °C,5.0 °C,93%,1016 hPa,10.0 km,NE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Scattered Clouds
8:00 AM,6 °C,0,5 °C,82%,1017 hPa,20 km,NE,13.0 km/h		/  ,0,0,	 ,Partly Cloudy
8:55 AM,9.0 °C,0,4.0 °C,71%,1017 hPa,0,East,18.5 km/h		/ 5.1 m/s,0,N/A,	 ,Clear
9:00 AM,9 °C,0,4 °C,63%,1017 hPa,20 km,East,18.5 km/h		/  ,0,0,	 ,Clear
9:55 AM,11.0 °C,0,5.0 °C,67%,1017 hPa,0,East,20.4 km/h		/ 5.7 m/s,0,N/A,	 ,Clear
10:00 AM,11 °C,0,4 °C,56%,1017 hPa,25 km,East,20.4 km/h		/  ,0,0,	 ,
10:55 AM,12.0 °C,0,6.0 °C,67%,1016 hPa,0,East,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
11:00 AM,12 °C,0,6 °C,54%,1017 hPa,25 km,East,11.1 km/h		/  ,0,0,	 ,
11:55 AM,13.0 °C,0,5.0 °C,58%,1016 hPa,0,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
12:00 PM,13 °C,0,4 °C,46%,1017 hPa,25 km,ENE,9.3 km/h		/  ,0,0,	 ,
12:55 PM,13.0 °C,0,4.0 °C,54%,1015 hPa,10.0 km,ESE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Partly Cloudy
1:00 PM,13 °C,0,4 °C,42%,1016 hPa,25 km,ESE,7.4 km/h		/  ,0,0,	 ,Scattered Clouds
1:55 PM,14.0 °C,0,4.0 °C,51%,1015 hPa,10.0 km,South,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Partly Cloudy
2:00 PM,14 °C,0,4 °C,39%,1015 hPa,20 km,South,5.6 km/h		/  ,0,0,	 ,Scattered Clouds
2:55 PM,15.0 °C,0,6.0 °C,55%,1015 hPa,10.0 km,South,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Partly Cloudy
3:00 PM,15 °C,0,6 °C,46%,1015 hPa,20 km,South,9.3 km/h		/  ,0,0,	 ,Scattered Clouds
3:55 PM,14.0 °C,0,6.0 °C,59%,1014 hPa,10.0 km,SSE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Partly Cloudy
4:00 PM,14 °C,0,6 °C,45%,1015 hPa,15 km,SSE,7.4 km/h		/  ,0,0,	 ,Scattered Clouds
4:55 PM,14.0 °C,0,6.0 °C,59%,1014 hPa,0,SSE,16.7 km/h		/ 4.6 m/s,0,N/A,	 ,Clear
5:00 PM,14 °C,0,6 °C,48%,1015 hPa,15 km,SSE,16.7 km/h		/  ,0,0,	 ,
5:55 PM,12.0 °C,0,6.0 °C,67%,1014 hPa,0,SSE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
6:00 PM,12 °C,0,6 °C,54%,1015 hPa,15 km,SSE,9.3 km/h		/  ,0,0,	 ,Clear
6:55 PM,11.0 °C,0,5.0 °C,67%,1015 hPa,0,Calm,Calm,0,N/A,	 ,Clear
7:00 PM,11 °C,0,5 °C,61%,1016 hPa,15 km,Calm,Calm,0,0,	 ,Clear
7:55 PM,9.0 °C,0,5.0 °C,76%,1015 hPa,0,Calm,Calm,0,N/A,	 ,Clear
8:00 PM,9 °C,0,5 °C,71%,1016 hPa,15 km,Calm,Calm,0,0,	 ,Clear
8:55 PM,8.0 °C,0,5.0 °C,81%,1016 hPa,0,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
9:00 PM,8 °C,0,5 °C,74%,1016 hPa,10 km,North,3.7 km/h		/  ,0,0,	 ,
9:55 PM,5.0 °C,0,5.0 °C,100%,1017 hPa,0,Calm,Calm,0,N/A,	 ,Clear
10:00 PM,5 °C,0,5 °C,93%,1017 hPa,10 km,Calm,Calm,0,0,	 ,
10:55 PM,4.0 °C,2.1 °C,4.0 °C,100%,1017 hPa,0,North,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
11:00 PM,4 °C,0,4 °C,96%,1017 hPa,10 km,North,7.4 km/h		/  ,0,0,	 ,
11:55 PM,4.0 °C,2.8 °C,4.0 °C,100%,1017 hPa,0,North,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
12:00 AM,4 °C,0,4 °C,97%,1017 hPa,10 km,North,5.6 km/h		/  ,0,0,	 ,
12:55 AM,4.0 °C,1.7 °C,4.0 °C,100%,1018 hPa,0,North,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
1:00 AM,4 °C,0,4 °C,97%,1018 hPa,10 km,North,9.3 km/h		/  ,0,0,	 ,
2:00 AM,4 °C,0,3 °C,94%,1019 hPa,10 km,NNE,9.3 km/h		/  ,0,0,	 ,
2:55 AM,4.0 °C,0,3.0 °C,93%,1019 hPa,0,NE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
3:00 AM,4 °C,0,2 °C,87%,1020 hPa,10 km,NE,3.7 km/h		/  ,0,0,	 ,
3:55 AM,4.0 °C,0,4.0 °C,100%,1019 hPa,0,NE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
4:00 AM,4 °C,0,4 °C,98%,1020 hPa,10 km,NE,3.7 km/h		/  ,0,0,	 ,
4:55 AM,4.0 °C,1.2 °C,4.0 °C,100%,1019 hPa,0,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
5:00 AM,4 °C,0,4 °C,100%,1019 hPa,10 km,NE,11.1 km/h		/  ,0,0,	 ,
5:55 AM,4.0 °C,1.7 °C,4.0 °C,100%,1019 hPa,0,NE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
6:00 AM,4 °C,0,4 °C,97%,1019 hPa,10 km,NE,9.3 km/h		/  ,0,0,	 ,
6:55 AM,4.0 °C,2.1 °C,3.0 °C,93%,1020 hPa,0,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
7:00 AM,4 °C,0,3 °C,90%,1021 hPa,15 km,NNE,7.4 km/h		/  ,0,0,	 ,
7:55 AM,5.0 °C,3.3 °C,4.0 °C,93%,1021 hPa,0,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
8:00 AM,5 °C,0,4 °C,89%,1022 hPa,15 km,NE,7.4 km/h		/  ,0,0,	 ,
8:55 AM,9.0 °C,0,4.0 °C,71%,1022 hPa,10.0 km,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Partly Cloudy
9:00 AM,9 °C,0,4 °C,69%,1023 hPa,18 km,ENE,11.1 km/h		/  ,0,0,	 ,Scattered Clouds
10:00 AM,11 °C,0,5 °C,55%,1023 hPa,20 km,ESE,11.1 km/h		/  ,0,0,	 ,
10:55 AM,12.0 °C,0,3.0 °C,54%,1023 hPa,0,ESE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
11:00 AM,12 °C,0,3 °C,41%,1024 hPa,20 km,ESE,5.6 km/h		/  ,0,0,	 ,Clear
11:55 AM,13.0 °C,0,3.0 °C,51%,1024 hPa,0,South,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
12:00 PM,13 °C,0,3 °C,40%,1024 hPa,20 km,South,5.6 km/h		/  ,0,0,	 ,Clear
12:55 PM,14.0 °C,0,3.0 °C,48%,1023 hPa,0,South,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
1:00 PM,14 °C,0,4 °C,38%,1024 hPa,20 km,South,5.6 km/h		/  ,0,0,	 ,Scattered Clouds
1:55 PM,15.0 °C,0,4.0 °C,48%,1023 hPa,0,South,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Clear
2:00 PM,15 °C,0,4 °C,37%,1024 hPa,20 km,South,5.6 km/h		/  ,0,0,	 ,Clear
2:55 PM,15.0 °C,0,4.0 °C,48%,1023 hPa,0,West,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
3:55 PM,15.0 °C,0,5.0 °C,51%,1023 hPa,0,West,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Clear
4:00 PM,15 °C,0,5 °C,39%,1023 hPa,18 km,West,11.1 km/h		/  ,0,0,	 ,Clear
4:55 PM,14.0 °C,0,5.0 °C,55%,1023 hPa,0,West,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Clear
5:00 PM,14 °C,0,5 °C,41%,1023 hPa,18 km,West,9.3 km/h		/  ,0,0,	 ,Clear
5:55 PM,14.0 °C,0,6.0 °C,59%,1023 hPa,0,SW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
6:00 PM,14 °C,0,6 °C,46%,1024 hPa,15 km,SW,7.4 km/h		/  ,0,0,	 ,Clear
6:55 PM,12.0 °C,0,6.0 °C,67%,1024 hPa,0,SSW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Clear
7:00 PM,12 °C,0,6 °C,56%,1024 hPa,15 km,SSW,3.7 km/h		/  ,0,0,	 ,Clear
7:55 PM,11.0 °C,0,7.0 °C,76%,1024 hPa,0,SSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Clear
8:00 PM,11 °C,0,7 °C,71%,1025 hPa,15 km,SSW,7.4 km/h		/  ,0,0,	 ,
8:55 PM,8.0 °C,0,7.0 °C,93%,1025 hPa,0,Calm,Calm,0,N/A,	 ,Clear
9:00 PM,8 °C,0,6 °C,84%,1026 hPa,10 km,Calm,Calm,0,0,	 ,
9:55 PM,7.0 °C,0,6.0 °C,93%,1025 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Unknown
10:00 PM,7 °C,0,6 °C,97%,1026 hPa,8 km,Calm,Calm,0,0,	 ,Mist
10:55 PM,6.0 °C,0,6.0 °C,100%,1025 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Unknown
11:00 PM,6 °C,0,6 °C,100%,1026 hPa,8 km,Calm,Calm,0,0,	 ,Mist
11:55 PM,6.0 °C,0,6.0 °C,100%,1026 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
12:00 AM,6 °C,0,6 °C,100%,1026 hPa,6 km,Calm,Calm,0,0,	 ,Mist
12:55 AM,6.0 °C,0,6.0 °C,100%,1026 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
1:00 AM,6 °C,0,6 °C,100%,1027 hPa,6 km,Calm,Calm,0,0,	 ,Mist
1:55 AM,5.0 °C,0,5.0 °C,100%,1027 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
2:00 AM,5 °C,0,5 °C,100%,1027 hPa,6 km,Calm,Calm,0,0,	 ,Mist
2:55 AM,5.0 °C,3.3 °C,5.0 °C,100%,1027 hPa,6.0 km,ENE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Unknown
3:00 AM,5 °C,0,5 °C,100%,1027 hPa,6 km,ENE,7.4 km/h		/  ,0,0,	 ,Mist
4:00 AM,6 °C,0,5 °C,98%,1027 hPa,6 km,ENE,7.4 km/h		/  ,0,0,	 ,Mist
4:55 AM,6.0 °C,4.5 °C,5.0 °C,93%,1026 hPa,6.0 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Unknown
5:00 AM,6 °C,0,5 °C,94%,1027 hPa,6 km,NE,7.4 km/h		/  ,0,0,	 ,Mist
5:55 AM,6.0 °C,0,4.0 °C,87%,1027 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Unknown
6:00 AM,6 °C,0,4 °C,89%,1027 hPa,6 km,Calm,Calm,0,0,	 ,Mist
6:55 AM,5.0 °C,3.3 °C,4.0 °C,93%,1027 hPa,8.0 km,NE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Unknown
7:00 AM,5 °C,0,4 °C,96%,1028 hPa,8 km,NE,7.4 km/h		/  ,0,0,	 ,Mist
7:55 AM,6.0 °C,0,5.0 °C,93%,1027 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Unknown
8:00 AM,6 °C,0,5 °C,95%,1028 hPa,8 km,Calm,Calm,0,0,	 ,Mist
8:55 AM,9.0 °C,0,7.0 °C,87%,1028 hPa,8.0 km,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Unknown
9:00 AM,9 °C,0,7 °C,81%,1028 hPa,8 km,East,9.3 km/h		/  ,0,0,	 ,Mist
9:55 AM,11.0 °C,0,7.0 °C,76%,1028 hPa,9.0 km,East,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Unknown
10:00 AM,11 °C,0,7 °C,66%,1029 hPa,9 km,East,5.6 km/h		/  ,0,0,	 ,Mist
10:55 AM,13.0 °C,0,6.0 °C,63%,1028 hPa,9.0 km,East,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Partly Cloudy
11:00 AM,13 °C,0,6 °C,54%,1028 hPa,9 km,East,3.7 km/h		/  ,0,0,	 ,Mist
11:55 AM,15.0 °C,0,6.0 °C,55%,1027 hPa,9.0 km,WNW,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
12:00 PM,15 °C,0,6 °C,45%,1028 hPa,9 km,WNW,3.7 km/h		/  ,0,0,	 ,Mist
12:55 PM,16.0 °C,0,7.0 °C,55%,1027 hPa,8.0 km,WSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
1:00 PM,16 °C,0,7 °C,45%,1028 hPa,8 km,WSW,7.4 km/h		/  ,0,0,	 ,Mist
1:55 PM,16.0 °C,0,6.0 °C,52%,1027 hPa,8.0 km,SW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
2:00 PM,16 °C,0,6 °C,41%,1027 hPa,8 km,SW,5.6 km/h		/  ,0,0,	 ,Mist
2:55 PM,16.0 °C,0,6.0 °C,52%,1026 hPa,8.0 km,WSW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
3:00 PM,16 °C,0,6 °C,38%,1027 hPa,8 km,WSW,5.6 km/h		/  ,0,0,	 ,Mist
3:55 PM,16.0 °C,0,6.0 °C,52%,1026 hPa,7.0 km,WSW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Scattered Clouds
4:00 PM,16 °C,0,6 °C,41%,1026 hPa,7 km,WSW,5.6 km/h		/  ,0,0,	 ,Mist
4:55 PM,16.0 °C,0,8.0 °C,59%,1025 hPa,5.0 km,West,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Scattered Clouds
5:00 PM,16 °C,0,8 °C,47%,1026 hPa,5 km,West,3.7 km/h		/  ,0,0,	 ,Mist
5:55 PM,15.0 °C,0,7.0 °C,59%,1025 hPa,5.0 km,ENE,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Partly Cloudy
6:00 PM,15 °C,0,7 °C,47%,1025 hPa,5 km,ENE,3.7 km/h		/  ,0,0,	 ,Mist
6:55 PM,14.0 °C,0,9.0 °C,72%,1026 hPa,3.5 km,East,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mist
7:00 PM,14 °C,0,9 °C,62%,1026 hPa,3.5 km,East,7.4 km/h		/  ,0,0,	 ,Mist
7:55 PM,12.0 °C,0,10.0 °C,88%,1026 hPa,3.0 km,East,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
8:00 PM,12 °C,0,10 °C,81%,1027 hPa,3.0 km,East,9.3 km/h		/  ,0,0,	 ,Mist
8:55 PM,11.0 °C,0,10.0 °C,94%,1027 hPa,4.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
9:00 PM,11 °C,0,10 °C,82%,1027 hPa,4.0 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
10:55 PM,10.0 °C,0,9.0 °C,94%,1027 hPa,6.0 km,NNE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Unknown
11:00 PM,10 °C,0,9 °C,97%,1028 hPa,6 km,NNE,7.4 km/h		/  ,0,0,	 ,Mist
11:55 PM,9.0 °C,0,9.0 °C,100%,1027 hPa,6.0 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Unknown
12:00 AM,9 °C,0,9 °C,97%,1027 hPa,6 km,North,3.7 km/h		/  ,0,0,	 ,Mist
1:00 AM,8 °C,0,8 °C,100%,1027 hPa,6 km,NNE,5.6 km/h		/  ,0,0,	 ,Mist
1:55 AM,7.0 °C,0,7.0 °C,100%,1026 hPa,5.0 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mist
2:00 AM,7 °C,0,7 °C,94%,1027 hPa,5 km,North,3.7 km/h		/  ,0,0,	 ,Mist
2:55 AM,7.0 °C,0,7.0 °C,100%,1027 hPa,5.0 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Mist
3:00 AM,7 °C,0,7 °C,97%,1027 hPa,5 km,North,3.7 km/h		/  ,0,0,	 ,Mist
3:55 AM,5.0 °C,3.9 °C,5.0 °C,100%,1026 hPa,4.5 km,ESE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mist
4:00 AM,5 °C,0,5 °C,98%,1027 hPa,4.5 km,ESE,5.6 km/h		/  ,0,0,	 ,Mist
4:55 AM,5.0 °C,2.8 °C,5.0 °C,100%,1027 hPa,4.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
5:00 AM,5 °C,0,5 °C,97%,1027 hPa,4.0 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
5:55 AM,5.0 °C,2.1 °C,4.0 °C,93%,1027 hPa,3.0 km,ENE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Mist
6:00 AM,5 °C,0,4 °C,95%,1028 hPa,3.0 km,ENE,13.0 km/h		/  ,0,0,	 ,Mist
6:55 AM,5.0 °C,2.5 °C,5.0 °C,100%,1027 hPa,2.5 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mist
7:00 AM,5 °C,0,5 °C,93%,1028 hPa,2.5 km,NE,11.1 km/h		/  ,0,0,	 ,Mist
7:55 AM,8.0 °C,5.8 °C,7.0 °C,93%,1028 hPa,2.5 km,NE,13.0 km/h		/ 3.6 m/s,0,N/A,	 ,Mist
8:00 AM,8 °C,0,7 °C,92%,1028 hPa,2.5 km,NE,13.0 km/h		/  ,0,0,	 ,Mist
8:55 AM,11.0 °C,0,9.0 °C,88%,1028 hPa,2.7 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mist
9:00 AM,11 °C,0,9 °C,79%,1029 hPa,2.7 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
9:55 AM,13.0 °C,0,8.0 °C,72%,1029 hPa,4.0 km,ENE,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Mist
10:00 AM,13 °C,0,8 °C,63%,1029 hPa,4.0 km,ENE,7.4 km/h		/  ,0,0,	 ,Mist
10:55 AM,15.0 °C,0,5.0 °C,51%,1028 hPa,7.0 km,SSE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Scattered Clouds
11:00 AM,15 °C,0,5 °C,40%,1029 hPa,7 km,SSE,11.1 km/h		/  ,0,0,	 ,Mist
11:55 AM,15.0 °C,0,5.0 °C,51%,1028 hPa,7.0 km,SSW,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Scattered Clouds
12:00 PM,15 °C,0,5 °C,40%,1029 hPa,7 km,SSW,11.1 km/h		/  ,0,0,	 ,Mist
12:55 PM,16.0 °C,0,5.0 °C,48%,1028 hPa,8.0 km,SSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
1:00 PM,16 °C,0,5 °C,38%,1028 hPa,8 km,SSW,7.4 km/h		/  ,0,0,	 ,Mist
1:55 PM,16.0 °C,0,6.0 °C,52%,1027 hPa,8.0 km,SW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Partly Cloudy
2:00 PM,16 °C,0,6 °C,41%,1028 hPa,8 km,SW,5.6 km/h		/  ,0,0,	 ,Mist
2:55 PM,16.0 °C,0,7.0 °C,55%,1027 hPa,8.0 km,SW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Scattered Clouds
3:00 PM,16 °C,0,7 °C,43%,1027 hPa,8 km,SW,9.3 km/h		/  ,0,0,	 ,Mist
3:55 PM,15.0 °C,0,7.0 °C,59%,1026 hPa,8.0 km,SSW,7.4 km/h		/ 2.1 m/s,0,N/A,	 ,Scattered Clouds
4:00 PM,15 °C,0,7 °C,47%,1027 hPa,8 km,SSW,7.4 km/h		/  ,0,0,	 ,Mist
4:55 PM,14.0 °C,0,7.0 °C,63%,1026 hPa,8.0 km,SSW,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Scattered Clouds
5:00 PM,14 °C,0,7 °C,49%,1027 hPa,8 km,SSW,11.1 km/h		/  ,0,0,	 ,Mist
5:55 PM,13.0 °C,0,7.0 °C,67%,1026 hPa,9.0 km,South,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Scattered Clouds
6:00 PM,13 °C,0,7 °C,58%,1027 hPa,9 km,South,9.3 km/h		/  ,0,0,	 ,Mist
6:55 PM,12.0 °C,0,7.0 °C,72%,1026 hPa,9.0 km,SSW,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Scattered Clouds
7:00 PM,12 °C,0,7 °C,62%,1026 hPa,9 km,SSW,9.3 km/h		/  ,0,0,	 ,Mist
7:55 PM,10.0 °C,0,7.0 °C,82%,1026 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Scattered Clouds
8:00 PM,10 °C,0,6 °C,68%,1026 hPa,8 km,Calm,Calm,0,0,	 ,Mist
8:55 PM,9.0 °C,0,7.0 °C,87%,1026 hPa,8.0 km,North,3.7 km/h		/ 1.0 m/s,0,N/A,	 ,Unknown
9:00 PM,9 °C,0,7 °C,82%,1027 hPa,8 km,North,3.7 km/h		/  ,0,0,	 ,Mist
9:55 PM,8.0 °C,0,7.0 °C,93%,1026 hPa,8.0 km,Calm,Calm,0,N/A,	 ,Scattered Clouds
10:00 PM,8 °C,0,7 °C,96%,1027 hPa,8 km,Calm,Calm,0,0,	 ,Mist
10:55 PM,8.0 °C,7.3 °C,7.0 °C,93%,1026 hPa,7.0 km,NNW,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
11:00 PM,8 °C,0,7 °C,96%,1027 hPa,7 km,NNW,5.6 km/h		/  ,0,0,	 ,Mist
11:55 PM,7.0 °C,0,7.0 °C,100%,1026 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
12:00 AM,7 °C,0,7 °C,98%,1026 hPa,6 km,Calm,Calm,0,0,	 ,Mist
12:55 AM,7.0 °C,0,7.0 °C,100%,1025 hPa,6.0 km,Calm,Calm,0,N/A,	 ,Mostly Cloudy
1:00 AM,7 °C,0,7 °C,98%,1026 hPa,6 km,Calm,Calm,0,0,	 ,Mist
1:55 AM,7.0 °C,6.2 °C,7.0 °C,100%,1025 hPa,7.0 km,ENE,5.6 km/h		/ 1.5 m/s,0,N/A,	 ,Mostly Cloudy
2:00 AM,7 °C,0,7 °C,99%,1026 hPa,7 km,ENE,5.6 km/h		/  ,0,0,	 ,Mist
2:55 AM,7.0 °C,4.9 °C,7.0 °C,100%,1025 hPa,7.0 km,ENE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
3:00 AM,7 °C,0,7 °C,98%,1026 hPa,7 km,ENE,11.1 km/h		/  ,0,0,	 ,Mist
3:55 AM,7.0 °C,4.9 °C,6.0 °C,93%,1026 hPa,7.0 km,NE,11.1 km/h		/ 3.1 m/s,0,N/A,	 ,Mostly Cloudy
4:00 AM,7 °C,0,6 °C,92%,1026 hPa,7 km,NE,11.1 km/h		/  ,0,0,	 ,Mist
5:00 AM,7 °C,0,6 °C,89%,1026 hPa,6 km,NE,7.4 km/h		/  ,0,0,	 ,Mist
6:00 AM,7 °C,0,6 °C,86%,1026 hPa,6 km,ENE,7.4 km/h		/  ,0,0,	 ,Mist
6:55 AM,7.0 °C,5.2 °C,5.0 °C,87%,1025 hPa,6.0 km,ENE,9.3 km/h		/ 2.6 m/s,0,N/A,	 ,Mostly Cloudy
7:00 AM,7 °C,0,6 °C,85%,1025 hPa,6 km,ENE,9.3 km/h		/  ,0,0,	 ,Mist
